Word_dict.txt:
71204 70516 93829 190959 193044
pampa 0 7 0 0 0
soil 0 7 0 0 0
ovr 0 7 0 0 0
planter 0 1 0 5 1
wei 0 3 0 0 4
wale 0 3 0 3 1
ignor 0 2 4 1 0
yuan 0 4 3 0 0
denver 0 2 0 4 1
regardless 0 3 3 0 1
therebi 0 3 0 3 1
fructos 0 7 0 0 0
insignific 0 2 4 0 1
buoyant 0 1 2 1 3
timechart 0 7 0 0 0
klopfenstein 0 7 0 0 0
eros 0 1 2 0 4
near-term 0 2 1 0 4
dampen 0 1 4 1 1
pse 0 6 0 0 1
familiar 0 1 0 2 4
compos 0 1 1 4 1
unclear 0 2 2 3 0
edit 0 1 0 5 1
boot 0 2 0 5 0
zinc 0 1 0 4 2
eat 0 3 3 0 1
dim 0 2 0 5 0
shall 0 1 0 6 0
pakistan 0 7 0 0 0
train 0 1 1 3 2
wash 0 1 0 5 1
dept 0 1 2 2 2
penni 0 1 0 5 1
ethiopia 0 6 1 0 0
frustrat 0 1 6 0 0
donat 0 5 0 2 0
fought 0 1 1 4 1
he' 0 1 2 4 0
element 0 1 3 1 2
het 0 7 0 0 0
comit 0 7 0 0 0
austria 0 2 1 3 1
perceiv 0 1 5 1 0
accordingli 0 0 2 3 2
otto 0 0 7 0 0
subscript 0 0 4 1 2
melam 0 0 7 0 0
trade-weight 0 0 7 0 0
hoar 0 0 2 2 3
govett 0 0 2 2 3
cope 0 0 4 0 3
inertia 0 0 3 0 4
kaunda 0 0 7 0 0
pariti 0 0 6 0 1
leonard 0 0 1 4 2
remedi 0 0 1 4 2
london-bas 0 0 1 5 1
sama 0 0 5 0 2
hover 0 0 7 0 0
inde 0 0 4 3 0
issuer 0 0 5 1 1
counterparti 0 0 7 0 0
arrear 0 0 7 0 0
reviv 0 0 3 2 2
dbkg.f 0 0 1 3 3
anonym 0 0 1 6 0
quantum 0 0 2 5 0
ma 0 0 2 1 4
caiss 0 0 2 1 4
azzam 0 0 7 0 0
feket 0 0 7 0 0
cohen 0 0 4 2 1
titl 0 0 1 6 0
squar 0 0 1 3 3
hamburg 0 0 1 4 2
crimin 0 0 0 1 6
h.r 0 0 0 7 0
colo 0 0 0 6 1
trelleborg 0 0 0 5 2
ald 0 0 0 5 2
salt 0 0 0 6 1
samuel 0 0 0 6 1
nobel 0 0 0 7 0
cax 0 0 0 7 0
walt 0 0 0 7 0
hale 0 0 0 2 5
ixl 0 0 0 5 2
neglig 0 0 0 5 2
viacom' 0 0 0 7 0
cti 0 0 0 6 1
wake 0 0 0 2 5
healthvest 0 0 0 5 2
ceasar 0 0 0 7 0
minn 0 0 0 7 0
anderson 0 0 0 7 0
mors 0 0 0 6 1
coconut 0 0 0 7 0
odeon 0 0 0 3 4
mcv 0 0 0 7 0
cell 0 0 0 5 2
footwear 0 0 0 7 0
soriano 0 0 0 7 0
bankhau 0 0 0 7 0
fruehauf 0 0 0 2 5
paradis 0 0 0 2 5
nutrit 0 0 0 6 1
dubili 0 0 0 7 0
aircal 0 0 0 7 0
cityquest 0 0 0 7 0
kdd 0 0 0 7 0
sb 0 0 0 5 2
gerber 0 0 0 7 0
owens-illinoi 0 0 0 7 0
sayam 0 0 0 7 0
visual 0 0 0 5 2
interlink 0 0 0 7 0
teck 0 0 0 7 0
oxford 0 0 0 5 2
librari 0 0 0 6 1
southam 0 0 0 7 0
caterpillar 0 0 0 5 2
tractor 0 0 0 1 6
icahn' 0 0 0 7 0
foam 0 0 0 4 3
aluminum 0 0 0 4 3
beauti 0 0 0 6 1
ici 0 0 0 1 6
fibr 0 0 0 4 3
allwast 0 0 0 7 0
founder 0 0 0 6 1
facilit 0 0 0 5 2
tele-commun 0 0 0 5 2
callebaut 0 0 0 7 0
sue 0 0 0 7 0
non-publ 0 0 0 7 0
cablevis 0 0 0 7 0
non-vot 0 0 0 4 3
akron 0 0 0 7 0
promissori 0 0 0 4 3
rainier 0 0 0 7 0
billboard 0 0 0 7 0
haft 0 0 0 7 0
analyt 0 0 0 2 5
hampshir 0 0 0 5 2
nichol 0 0 0 6 1
hazleton 0 0 0 7 0
regal 0 0 0 6 1
dental 0 0 0 7 0
intercar 0 0 0 7 0
owens-corn 0 0 0 7 0
medar 0 0 0 2 5
atico 0 0 0 5 2
lawyer 0 0 0 7 0
consortia 0 0 0 7 0
globe 0 0 0 7 0
lawn 0 0 0 3 4
banca 0 0 0 3 4
chemclear 0 0 0 5 2
orbanco 0 0 0 7 0
foodservic 0 0 0 6 1
chrysler' 0 0 0 7 0
fleme 0 0 0 4 3
escrow 0 0 0 4 3
telemedia 0 0 0 7 0
clevebaco 0 0 0 7 0
refil 0 0 0 7 0
francisco 0 0 0 6 1
cummin 0 0 0 1 6
jet 0 0 0 2 5
kresg 0 0 0 7 0
rexham 0 0 0 7 0
mckesson 0 0 0 7 0
turner 0 0 0 1 6
blue 0 0 0 5 2
wormald 0 0 0 7 0
nissan 0 0 0 2 5
sheldahl 0 0 0 4 3
disk 0 0 0 5 2
burdett 0 0 0 7 0
tele 0 0 0 7 0
tel 0 0 0 4 3
nugget 0 0 0 6 1
mcintyr 0 0 0 7 0
smoki 0 0 0 7 0
nbh 0 0 0 7 0
f.w 0 0 0 1 6
norri 0 0 0 6 1
bsi 0 0 0 4 3
jauppi 0 0 0 7 0
photo 0 0 0 3 4
smelter 0 0 0 1 6
accuray 0 0 0 2 5
buffton 0 0 0 3 4
biopool 0 0 0 7 0
arb 0 0 0 0 7
zayr 0 0 0 0 7
atco 0 0 0 0 7
spartech 0 0 0 0 7
presplit 0 0 0 0 7
healthmat 0 0 0 0 7
todd 0 0 0 0 7
farah 0 0 0 0 7
galact 0 0 0 0 7
luca 0 0 0 0 7
arvin 0 0 0 0 7
lilco 0 0 0 0 7
kask 0 0 0 0 7
smithklin 0 0 0 0 7
abbett 0 0 0 0 7
alitalia 0 0 0 0 7
minorco 0 0 0 0 7
pubco 0 0 0 0 7
jucker 0 0 0 0 7
zenith 0 0 0 0 7
cri 0 0 0 0 7
woodsid 0 0 0 0 7
lind 0 0 0 0 7
ltv 0 0 0 0 7
xiamen 0 0 0 0 7
zim 0 0 0 0 7
bfg 0 0 0 0 7
mid-rang 0 0 0 0 7
spethmann 0 0 0 0 7
cavendish 0 0 0 0 7
meinhardt 0 0 0 0 7
habbel 0 0 0 0 7
outokumpu 0 0 0 0 7
grangemouth 6 0 0 0 0
tank 3 1 0 2 0
harbour 2 1 0 2 1
auster 6 0 0 0 0
slash 1 3 1 0 1
srd 1 0 0 5 0
chv 6 0 0 0 0
bcf 3 0 0 1 2
hr 1 4 0 1 0
commission 2 2 0 2 0
stripper 6 0 0 0 0
tertiari 2 0 4 0 0
al-khalifa 6 0 0 0 0
al-sabah 6 0 0 0 0
succe 1 0 0 5 0
techniqu 3 2 0 0 1
dealt 2 2 2 0 0
accur 2 2 0 0 2
shut-in 6 0 0 0 0
ecopetrol 6 0 0 0 0
synthet 6 0 0 0 0
abund 2 3 1 0 0
you'r 2 3 0 1 0
tripl 1 1 2 0 2
contractu 2 1 0 3 0
pois 2 1 1 0 2
caribbean 6 0 0 0 0
tract 6 0 0 0 0
colombia' 6 0 0 0 0
fellow 4 0 0 0 2
notifi 2 2 0 1 1
landslid 6 0 0 0 0
town 3 0 1 1 1
tap 3 0 2 1 0
obviou 1 0 3 1 1
disagre 1 1 2 2 0
nigeria' 2 0 4 0 0
allen 1 3 0 2 0
roxi 5 0 0 0 1
occupi 5 1 0 0 0
shoot 3 1 1 0 1
lago 5 0 1 0 0
rationalis 1 0 0 1 4
path 2 0 3 1 0
rilwanu 6 0 0 0 0
recaptur 2 1 0 1 2
leasehold 1 0 0 3 2
chinese-mad 6 0 0 0 0
silkworm 6 0 0 0 0
outweigh 1 0 3 1 1
norcen 1 0 0 0 5
cushion 1 0 5 0 0
field' 6 0 0 0 0
operatorship 6 0 0 0 0
hydro 6 0 0 0 0
norg 4 0 0 2 0
editor 1 0 0 5 0
harvard 1 0 0 3 2
character 1 0 0 3 2
graviti 5 1 0 0 0
jordan' 2 0 3 0 1
length 1 0 1 3 1
corpu 4 0 0 2 0
christi 4 0 0 2 0
seminar 4 0 1 0 1
cruz 6 0 0 0 0
flank 6 0 0 0 0
infring 1 0 0 5 0
acid 1 0 0 4 1
argentina' 1 5 0 0 0
np 4 0 0 0 2
overse 1 1 0 1 3
unsecur 1 0 0 1 4
mesa 1 0 0 2 3
leon 5 0 0 1 0
febr 6 0 0 0 0
cordero 6 0 0 0 0
excit 1 1 0 2 2
psycholog 1 0 5 0 0
stapl 1 2 0 0 3
longer-term 1 0 4 0 1
year-on 3 0 0 0 3
chamber 1 0 3 0 2
slowdown 1 0 4 0 1
andrew 1 0 2 3 0
dead 3 2 1 0 0
bernstein 1 0 0 0 5
dresser 3 0 0 0 3
freedman 2 0 0 4 0
chemi 2 0 0 2 2
journal 1 0 0 4 1
shore 1 0 1 2 2
pork 2 2 1 1 0
assert 1 0 1 4 0
powder 1 0 2 3 0
spare 2 2 0 2 0
earth 1 1 0 2 2
congressman 1 5 0 0 0
non-farm 1 0 5 0 0
bach 1 1 0 2 2
penetr 1 0 0 2 3
alabama 1 1 0 3 1
lubric 3 0 0 2 1
ampl 1 3 0 0 2
oapec 6 0 0 0 0
stephen 1 0 2 3 0
tab 1 0 0 4 1
coupon 1 0 3 2 0
cote 2 0 0 4 0
plea 3 0 2 1 0
friday' 1 0 2 1 2
accus 1 1 1 2 1
dhabi 4 0 2 0 0
tone 2 2 1 0 1
calgari 1 0 0 3 2
imposit 1 0 4 0 1
vat 2 0 0 0 4
nearer 1 2 3 0 0
tighter 1 3 2 0 0
roy 1 0 0 0 5
unnam 1 0 0 5 0
unaccept 1 0 3 2 0
end-januari 1 0 0 1 4
i'd 0 3 3 0 0
staley 0 3 0 1 2
empti 0 5 0 0 1
judg 0 1 1 4 0
vari 0 5 0 0 1
carryov 0 2 0 0 4
adm 0 6 0 0 0
guangdong 0 5 1 0 0
asa 0 2 2 0 2
ottawa 0 4 0 2 0
potato 0 6 0 0 0
lyng' 0 6 0 0 0
road 0 2 0 1 3
canal 0 4 0 0 2
forego 0 6 0 0 0
shorten 0 1 1 3 1
milk 0 5 0 0 1
rouen 0 6 0 0 0
hammer 0 1 0 5 0
cincinnati 0 3 0 3 0
barreto 0 6 0 0 0
necess 0 1 2 2 1
meteorologist 0 6 0 0 0
profil 0 1 2 1 2
sunshin 0 2 0 0 4
erod 0 4 0 0 2
mulligan 0 6 0 0 0
wouldn't 0 1 1 2 2
tinker 0 2 4 0 0
dale 0 3 0 3 0
wil 0 1 2 2 1
occas 0 1 2 3 0
chernobyl 0 4 1 0 1
counselor 0 6 0 0 0
sindt 0 6 0 0 0
arabl 0 6 0 0 0
kilo 0 6 0 0 0
lightn 0 5 0 0 1
frazier 0 6 0 0 0
hackmann 0 6 0 0 0
numer 0 1 0 4 1
preclud 0 1 1 2 2
kernel 0 6 0 0 0
rail 0 1 0 3 2
unoffici 0 3 2 1 0
diseas 0 4 0 2 0
cocoa 0 6 0 0 0
ica 0 1 2 2 1
faith 0 1 0 5 0
abus 0 1 1 3 1
thereaft 0 1 0 3 2
leaf 0 1 0 5 0
wine 0 1 0 4 1
age 0 1 0 1 4
medium-s 0 1 3 1 1
remind 0 2 3 1 0
tian 0 2 4 0 0
helm 0 1 0 3 2
karl 0 0 6 0 0
free-fal 0 0 6 0 0
marketplac 0 0 2 2 2
conced 0 0 3 1 2
mere 0 0 2 1 3
ag' 0 0 2 3 1
rein 0 0 5 0 1
slim 0 0 5 1 0
keidanren 0 0 2 4 0
signatur 0 0 2 4 0
quantifi 0 0 2 1 3
ko 0 0 1 5 0
converg 0 0 3 2 1
delor 0 0 2 4 0
grossli 0 0 3 3 0
siew 0 0 6 0 0
negara 0 0 3 3 0
pound' 0 0 6 0 0
mccormick 0 0 3 0 3
bangemann 0 0 6 0 0
fec 0 0 6 0 0
adequaci 0 0 1 2 3
collater 0 0 2 1 3
markka 0 0 3 0 3
microchip 0 0 1 5 0
father 0 0 3 3 0
mmc 0 0 1 4 1
cbkg.f 0 0 1 3 2
weapon 0 0 1 4 1
radiat 0 0 1 4 1
anniversari 0 0 2 1 3
schmidt 0 0 2 2 2
nevertheless 0 0 3 1 2
volkswagen 0 0 1 2 3
crk 0 0 1 0 5
predecessor 0 0 1 1 4
commerce' 0 0 1 0 5
display 0 0 1 5 0
pvdc 0 0 0 5 1
sage 0 0 0 4 2
okay 0 0 0 6 0
kappa 0 0 0 6 0
fend 0 0 0 5 1
mario 0 0 0 6 0
gm' 0 0 0 1 5
astral 0 0 0 6 0
out-of 0 0 0 4 2
monsanto 0 0 0 6 0
staf 0 0 0 2 4
acquisition' 0 0 0 6 0
irvin 0 0 0 6 0
o'keef 0 0 0 6 0
allegheny' 0 0 0 6 0
uac 0 0 0 3 3
theater 0 0 0 6 0
rabbit 0 0 0 6 0
antibiotico 0 0 0 6 0
beecham 0 0 0 6 0
itsu.t 0 0 0 6 0
wor-tv 0 0 0 6 0
rockwel 0 0 0 3 3
n.c 0 0 0 3 3
laroch 0 0 0 6 0
eaf 0 0 0 6 0
management-l 0 0 0 6 0
inkey 0 0 0 6 0
ingredi 0 0 0 6 0
ldbrinkman 0 0 0 5 1
chavin 0 0 0 6 0
genet 0 0 0 2 4
wolverin 0 0 0 5 1
submers 0 0 0 6 0
brewer 0 0 0 4 2
ramon 0 0 0 5 1
suffield 0 0 0 5 1
trailer 0 0 0 5 1
lyon 0 0 0 4 2
dyr 0 0 0 1 5
arizona 0 0 0 6 0
physician 0 0 0 3 3
warrington 0 0 0 6 0
castl 0 0 0 3 3
gillett 0 0 0 6 0
camco 0 0 0 3 3
fumio 0 0 0 6 0
itoh 0 0 0 6 0
toyota 0 0 0 6 0
citadel 0 0 0 6 0
mobex 0 0 0 6 0
sm 0 0 0 6 0
frick 0 0 0 4 2
moller 0 0 0 6 0
wi 0 0 0 5 1
overhead 0 0 0 3 3
papyru 0 0 0 6 0
aetna 0 0 0 6 0
cheetham 0 0 0 6 0
smithson 0 0 0 6 0
jeumont-schneid 0 0 0 6 0
three-way 0 0 0 6 0
kelman 0 0 0 6 0
hillsdown 0 0 0 2 4
gruppo 0 0 0 6 0
sogen 0 0 0 6 0
texstyren 0 0 0 3 3
lace 0 0 0 6 0
nordbanken 0 0 0 6 0
seal 0 0 0 5 1
boe 0 0 0 2 4
microfilm 0 0 0 3 3
jwt 0 0 0 6 0
master 0 0 0 2 4
orange-co 0 0 0 6 0
downtown 0 0 0 4 2
slate 0 0 0 5 1
guin.l 0 0 0 5 1
underwritten 0 0 0 4 2
kgaa 0 0 0 5 1
hunter 0 0 0 6 0
hawkin 0 0 0 6 0
ppg 0 0 0 3 3
mccrori 0 0 0 6 0
seng 0 0 0 2 4
inver 0 0 0 6 0
forma 0 0 0 2 4
bryson 0 0 0 6 0
sfx 0 0 0 6 0
furnac 0 0 0 3 3
ticket 0 0 0 5 1
printer 0 0 0 3 3
cdn 0 0 0 6 0
depositari 0 0 0 3 3
md 0 0 0 5 1
filter 0 0 0 5 1
xp 0 0 0 6 0
nortek 0 0 0 5 1
sugarman 0 0 0 6 0
ohio-bas 0 0 0 5 1
tl 0 0 0 4 2
box 0 0 0 3 3
gartner 0 0 0 4 2
suchard 0 0 0 2 4
company-own 0 0 0 2 4
burger 0 0 0 3 3
cruis 0 0 0 4 2
carteret 0 0 0 6 0
buckstein 0 0 0 6 0
hemdal 0 0 0 6 0
hapag-lloyd 0 0 0 6 0
goodwil 0 0 0 1 5
psi 0 0 0 1 5
fountain 0 0 0 6 0
enzon 0 0 0 6 0
careplu 0 0 0 5 1
messidor 0 0 0 6 0
ferri 0 0 0 2 4
amcast 0 0 0 4 2
heng 0 0 0 3 3
norgold 0 0 0 6 0
inl 0 0 0 6 0
computer 0 0 0 2 4
contel 0 0 0 2 4
richardson 0 0 0 2 4
bellsouth 0 0 0 4 2
bombay 0 0 0 4 2
berri 0 0 0 6 0
non-consolid 0 0 0 2 4
kadoori 0 0 0 6 0
lai 0 0 0 6 0
bristol-my 0 0 0 5 1
seton 0 0 0 6 0
unprofit 0 0 0 1 5
sceptr 0 0 0 4 2
pantherella 0 0 0 6 0
laurentian 0 0 0 1 5
kdi 0 0 0 6 0
maxtor 0 0 0 6 0
scime 0 0 0 6 0
intang 0 0 0 1 5
mercer 0 0 0 5 1
faraway 0 0 0 6 0
caledonian 0 0 0 4 2
ge' 0 0 0 1 5
magna 0 0 0 5 1
xerox 0 0 0 6 0
cytrx 0 0 0 6 0
meston 0 0 0 5 1
paradyn 0 0 0 0 6
wiggin 0 0 0 0 6
labatt 0 0 0 0 6
property-casualti 0 0 0 0 6
underperform 0 0 0 0 6
nacco 0 0 0 0 6
atcor 0 0 0 0 6
chargeoff 0 0 0 0 6
rent-a 0 0 0 0 6
deb 0 0 0 0 6
strenger 0 0 0 0 6
metromail 0 0 0 0 6
mci 0 0 0 0 6
loh 0 0 0 0 6
nonrecur 0 0 0 0 6
mercuri 0 0 0 0 6
pharmacia 0 0 0 0 6
salant 0 0 0 0 6
tseng 0 0 0 0 6
startup 0 0 0 0 6
zier 0 0 0 0 6
beall 0 0 0 0 6
heymann 0 0 0 0 6
fl-yr 0 0 0 0 6
domtar 0 0 0 0 6
bradley 0 0 0 0 6
llc 0 0 0 0 6
hovnanian 0 0 0 0 6
tcbi 0 0 0 0 6
moto 0 0 0 0 6
ame 0 0 0 0 6
precambrian 0 0 0 0 6
bauxit 0 0 0 0 6
scrubber 0 0 0 0 6
taxabl 0 0 0 0 6
wiehn 0 0 0 0 6
ax 0 0 0 0 6
emhart 0 0 0 0 6
harlow 0 0 0 0 6
scottish 2 0 0 0 3
uneconom 3 0 0 0 2
compact 1 0 0 2 2
mexicano 5 0 0 0 0
murphi 4 0 0 0 1
amazon 5 0 0 0 0
mercal 5 0 0 0 0
quito 5 0 0 0 0
crash 3 0 2 0 0
chosen 1 0 1 3 0
suspect 1 0 1 3 0
december' 4 0 1 0 0
style 1 0 1 2 1
unwil 2 0 2 0 1
ail 2 0 0 3 0
andrea 5 0 0 0 0
hagu 3 2 0 0 0
wealthi 1 0 0 4 0
bold 2 0 0 2 1
alexandria 5 0 0 0 0
egypt' 2 1 2 0 0
safe 2 0 1 1 1
al-chalabi 5 0 0 0 0
taqi 5 0 0 0 0
interf 1 0 0 4 0
pancanadian 5 0 0 0 0
whitehal 3 0 0 1 1
demonstr 1 1 1 2 0
gt 1 0 0 2 2
underground 3 0 0 2 0
wellemey 5 0 0 0 0
dunn 1 0 2 2 0
sanction 1 1 1 1 1
refug 5 0 0 0 0
enact 1 2 1 1 0
egyptian 2 1 2 0 0
riyadh 4 0 1 0 0
gabon 5 0 0 0 0
northeastern 1 0 0 4 0
speaker 4 0 0 1 0
marlin 5 0 0 0 0
mee 5 0 0 0 0
newslett 2 3 0 0 0
baghdad 5 0 0 0 0
variabl 3 1 1 0 0
andersen 1 0 0 0 4
lull 4 0 1 0 0
compat 1 0 0 3 1
mobil' 4 0 0 1 0
mlc 1 0 0 1 3
tricentrol 1 0 0 0 4
lusinchi 5 0 0 0 0
co-ordin 2 1 2 0 0
slope 5 0 0 0 0
abdul-aziz 5 0 0 0 0
bern 5 0 0 0 0
ankara 5 0 0 0 0
sovereignti 1 0 4 0 0
fault 1 1 3 0 0
joint-ventur 1 0 1 0 3
montana 1 1 0 1 2
camp 1 0 0 4 0
carlo 3 0 0 2 0
baseless 5 0 0 0 0
bbc 2 0 0 0 3
legitim 2 1 0 2 0
hawk 3 0 0 2 0
gobert 2 0 0 3 0
exchange' 1 3 1 0 0
association' 2 2 1 0 0
southland 5 0 0 0 0
janeiro 5 0 0 0 0
yergin 5 0 0 0 0
shc 5 0 0 0 0
destock 5 0 0 0 0
abat 3 0 1 1 0
sismik 5 0 0 0 0
export-import 2 0 3 0 0
salina 5 0 0 0 0
neighbour 3 0 1 1 0
confin 2 0 1 0 2
hinder 2 0 1 1 1
disincent 3 0 0 2 0
undevelop 3 0 0 1 1
algerian 4 1 0 0 0
bilater 1 1 2 1 0
pronounc 3 1 0 0 1
confeder 1 0 2 2 0
recipi 2 2 0 0 1
indian 3 0 0 2 0
lock 1 2 1 0 1
devast 1 2 1 0 1
erupt 4 0 0 1 0
asia-pacif 2 1 2 0 0
fesharaki 5 0 0 0 0
pocket 1 2 0 1 1
polic 4 1 0 0 0
men 2 1 0 1 1
honour 3 1 0 1 0
dismantl 2 3 0 0 0
end-us 2 1 0 0 2
caught 1 0 2 1 1
nanc 5 0 0 0 0
similarli 1 1 1 2 0
pretti 1 3 1 0 0
canterra 5 0 0 0 0
magnitud 1 0 0 1 3
spain' 2 0 2 1 0
hal 1 0 0 3 1
mcdermott 1 0 0 4 0
eleven 3 0 0 1 1
lasmo 1 0 0 0 4
saskatchewan 3 0 0 2 0
choke 5 0 0 0 0
deep 2 1 2 0 0
fo 4 0 0 0 1
influenti 1 1 2 1 0
iran-iraq 5 0 0 0 0
hog 2 1 0 2 0
nobodi 2 0 2 0 1
inclin 2 0 3 0 0
rrt 5 0 0 0 0
foothold 1 0 0 4 0
efp 5 0 0 0 0
platinum 2 0 0 3 0
carrol 1 1 0 3 0
explan 1 0 0 4 0
unaudit 1 0 0 0 4
maritim 2 0 0 3 0
sacrific 4 0 1 0 0
bilion 1 0 0 1 3
highlight 1 1 1 0 2
witter 1 0 1 2 1
nowak 1 0 0 0 4
wonder 1 0 0 2 2
solv-ex 5 0 0 0 0
submiss 1 3 0 1 0
stimulu 1 0 4 0 0
aggrav 1 0 4 0 0
nbc 1 0 0 3 1
liu 1 0 0 0 4
al-bukhoosh 5 0 0 0 0
detect 1 1 2 1 0
ministeri 2 2 0 1 0
macmillan 1 0 0 0 4
ranger 5 0 0 0 0
straight 1 1 0 1 2
offshoot 2 0 0 2 1
graven 5 0 0 0 0
bob 1 3 0 1 0
administ 1 0 0 2 2
devis 2 0 2 1 0
lebanon 1 0 2 0 2
aground 1 4 0 0 0
lodg 1 2 0 2 0
fetch 1 0 0 4 0
re-open 1 0 2 1 1
california' 5 0 0 0 0
enquiri 1 1 2 1 0
multiyear 0 4 0 1 0
messag 0 3 1 0 1
sugarcan 0 5 0 0 0
captur 0 2 1 0 2
archer 0 5 0 0 0
cane 0 5 0 0 0
community' 0 4 0 1 0
noaa 0 5 0 0 0
surpass 0 3 0 0 2
handler 0 5 0 0 0
fertil 0 3 0 1 1
heaviest 0 5 0 0 0
orlean 0 5 0 0 0
peavey 0 5 0 0 0
government-own 0 1 2 1 1
robbin 0 2 0 1 2
bracket 0 4 1 0 0
r-kan 0 5 0 0 0
gatt 0 5 0 0 0
adapt 0 1 3 1 0
pit 0 2 2 1 0
architectur 0 1 0 3 1
guillaum 0 5 0 0 0
smooth 0 1 4 0 0
indebted 0 1 0 3 1
older 0 2 0 1 2
korea' 0 1 4 0 0
tanzania 0 5 0 0 0
set-asid 0 4 0 0 1
fujian 0 2 1 0 2
dormant 0 5 0 0 0
one-half 0 1 2 1 1
countervail 0 5 0 0 0
edibl 0 5 0 0 0
rotat 0 4 0 1 0
kahn 0 4 0 1 0
accu-weath 0 5 0 0 0
henan 0 5 0 0 0
people' 0 5 0 0 0
equilibrium 0 1 4 0 0
pye 0 3 0 2 0
dinner 0 1 2 2 0
provinci 0 1 0 3 1
subproduct 0 5 0 0 0
stow 0 2 0 3 0
thailand' 0 3 0 2 0
iri 0 2 0 2 1
hertz 0 5 0 0 0
mo 0 1 0 1 3
moin 0 1 0 2 2
upset 0 1 3 1 0
baltimor 0 1 0 3 1
phil 0 2 1 2 0
deng 0 5 0 0 0
schultz 0 4 0 1 0
mge 0 5 0 0 0
gaug 0 2 3 0 0
christoph 0 1 0 3 1
unemploy 0 1 4 0 0
proof 0 1 3 0 1
hgca 0 5 0 0 0
halv 0 1 0 2 2
rebuf 0 1 0 4 0
biffex 0 5 0 0 0
ralph 0 4 0 0 1
convey 0 2 0 3 0
rebuild 0 1 0 4 0
gestur 0 1 2 0 2
lone 0 1 0 4 0
peru' 0 1 4 0 0
fnv 0 5 0 0 0
reseed 0 5 0 0 0
panamanian 0 2 0 3 0
krenzler 0 5 0 0 0
pest 0 5 0 0 0
unrealist 0 1 4 0 0
merit 0 1 0 4 0
non 0 1 0 1 3
impair 0 3 0 0 2
belgrad 0 5 0 0 0
underpin 0 2 2 0 1
four-week 0 5 0 0 0
der 0 5 0 0 0
vorm 0 5 0 0 0
belg 0 2 0 0 3
i'v 0 1 2 2 0
they'v 0 1 2 2 0
recept 0 1 1 2 1
counterproduct 0 0 5 0 0
poehl' 0 0 5 0 0
yu 0 0 5 0 0
end-februari 0 0 3 1 1
nikko 0 0 5 0 0
cme 0 0 5 0 0
ineffect 0 0 4 1 0
hardli 0 0 5 0 0
twelv 0 0 1 0 4
buoy 0 0 3 1 1
chri 0 0 4 1 0
harwood 0 0 5 0 0
ray 0 0 2 0 3
nic 0 0 5 0 0
ride 0 0 3 0 2
richmond 0 0 2 3 0
tokyo' 0 0 4 1 0
tourist 0 0 3 0 2
anthoni 0 0 1 2 2
carniv 0 0 5 0 0
gerhard 0 0 3 1 1
inflationari 0 0 5 0 0
tietmey 0 0 5 0 0
bergsten 0 0 5 0 0
kuranari 0 0 5 0 0
bi 0 0 2 1 2
michel 0 0 3 1 1
herbert 0 0 1 1 3
creditanstalt 0 0 1 1 3
wipe 0 0 1 0 4
o'neil 0 0 3 2 0
redress 0 0 5 0 0
invok 0 0 4 1 0
barclay 0 0 2 2 1
throw 0 0 3 1 1
mti 0 0 5 0 0
eurobond 0 0 4 1 0
isda 0 0 5 0 0
renegoti 0 0 2 2 1
chung 0 0 5 0 0
procur 0 0 2 1 2
washington' 0 0 5 0 0
lufkin 0 0 1 3 1
jenrett 0 0 1 3 1
edouard 0 0 2 3 0
balladur 0 0 2 3 0
su 0 0 2 3 0
craig 0 0 3 2 0
nervous 0 0 5 0 0
exhibit 0 0 2 2 1
finland' 0 0 2 2 1
mixtur 0 0 3 2 0
world-wid 0 0 1 2 2
germain 0 0 1 4 0
montagu 0 0 1 4 0
proxmir 0 0 1 4 0
unstabl 0 0 4 1 0
braverman 0 0 5 0 0
ft-se 0 0 5 0 0
theme 0 0 1 4 0
london' 0 0 1 3 1
foresaw 0 0 1 3 1
prepay 0 0 1 2 2
herstatt 0 0 5 0 0
rude 0 0 5 0 0
gmbh 0 0 2 2 1
analyz 0 0 0 4 1
appleton 0 0 0 4 1
databas 0 0 0 4 1
mattress 0 0 0 4 1
detroit 0 0 0 4 1
nilsson 0 0 0 5 0
synergi 0 0 0 5 0
trademark 0 0 0 4 1
nabisco 0 0 0 5 0
vtx 0 0 0 3 2
hancock 0 0 0 5 0
reincorpor 0 0 0 3 2
ek 0 0 0 4 1
tsco.l 0 0 0 4 1
altex 0 0 0 4 1
player 0 0 0 2 3
ordnanc 0 0 0 5 0
ci 0 0 0 3 2
reinsur 0 0 0 2 3
cag 0 0 0 3 2
tape 0 0 0 3 2
invalid 0 0 0 5 0
classifi 0 0 0 1 4
dissemin 0 0 0 5 0
khj 0 0 0 5 0
campeau 0 0 0 5 0
norrel 0 0 0 5 0
scandinavia 0 0 0 4 1
bamberg 0 0 0 5 0
eaux 0 0 0 1 4
sumner 0 0 0 5 0
redstone' 0 0 0 5 0
mapl 0 0 0 5 0
render 0 0 0 5 0
california-bas 0 0 0 5 0
validli 0 0 0 5 0
wluk.l 0 0 0 3 2
bhp' 0 0 0 2 3
alleghney 0 0 0 5 0
accomplish 0 0 0 5 0
r.i 0 0 0 5 0
mulroney 0 0 0 5 0
bro 0 0 0 5 0
solar 0 0 0 4 1
europharmaceut 0 0 0 5 0
fda 0 0 0 5 0
bnr 0 0 0 5 0
klm.a 0 0 0 5 0
